restaurant_id,dish_name,description,category,meal_type,cuisine,calories,protein,carbs,fat,fiber,price,is_veg,image_url,ingredients,allergens,healthy_score,popularity_score,prep_time,spice_level,available
2,Turkey Rice Bowl 177,Healthy chef special #177,Bowl,Lunch,Mediterranean,364,32,26,19,8,269,false,,Fresh ingredients,,96,81,10,Mild,true
3,Oats Banana Pancakes 178,Healthy chef special #178,Meal,Dinner,Asian,373,34,30,22,9,289,true,,Fresh ingredients,,97,82,15,Medium,true
4,Chicken Spinach Wrap 179,Healthy chef special #179,Wrap,Breakfast,Mexican,382,36,34,7,10,299,false,,Fresh ingredients,,98,83,20,None,true
5,High Protein Khichdi 180,Healthy chef special #180,Meal,Lunch,Continental,391,38,38,10,11,329,true,,Fresh ingredients,,99,84,25,Mild,true
6,Teriyaki Chicken Bowl 181,Healthy chef special #181,Bowl,Dinner,Healthy Indian,400,40,42,13,12,179,false,,Fresh ingredients,,84,85,10,Medium,true
7,Mediterranean Paneer Bowl 182,Healthy chef special #182,Bowl,Breakfast,Mediterranean,409,42,46,16,4,199,true,,Fresh ingredients,Milk,85,86,15,None,true
8,Thai Basil Chicken 183,Healthy chef special #183,Meal,Lunch,Asian,418,44,50,19,5,219,false,,Fresh ingredients,,86,87,20,Mild,true
9,Vegan Buddha Bowl 184,Healthy chef special #184,Bowl,Dinner,Mexican,427,46,54,22,6,249,true,,Fresh ingredients,,87,88,25,Medium,true
10,Mexican Protein Wrap 185,Healthy chef special #185,Wrap,Breakfast,Continental,436,48,58,7,7,269,false,,Fresh ingredients,,88,89,10,None,true
11,Spinach Corn Sandwich 186,Healthy chef special #186,Meal,Lunch,Healthy Indian,445,50,62,10,8,289,true,,Fresh ingredients,,89,90,15,Mild,true
12,Grilled Fish Plate 187,Healthy chef special #187,Meal,Dinner,Mediterranean,454,52,66,13,9,299,false,,Fresh ingredients,,90,91,20,Medium,true
13,Protein Smoothie 188,Healthy chef special #188,Meal,Breakfast,Asian,463,54,70,16,10,329,true,,Fresh ingredients,,91,92,25,None,true
14,Chicken Steak Meal 189,Healthy chef special #189,Meal,Lunch,Mexican,472,21,24,19,11,179,false,,Fresh ingredients,,92,93,10,Mild,true
15,Falafel Bowl 190,Healthy chef special #190,Bowl,Dinner,Continental,481,23,28,22,12,199,true,,Fresh ingredients,,93,94,15,Medium,true
1,Egg Protein Muffins 191,Healthy chef special #191,Meal,Breakfast,Healthy Indian,490,25,32,7,4,219,false,,Fresh ingredients,,94,95,20,None,true
2,Paneer Tikka Wrap 192,Healthy chef special #192,Wrap,Lunch,Mediterranean,499,27,36,10,5,249,true,,Fresh ingredients,Milk,95,96,25,Mild,true
3,Korean Chicken Bowl 193,Healthy chef special #193,Bowl,Dinner,Asian,508,29,40,13,6,269,false,,Fresh ingredients,,96,97,10,Medium,true
4,Tofu Teriyaki Bowl 194,Healthy chef special #194,Bowl,Breakfast,Mexican,517,31,44,16,7,289,true,,Fresh ingredients,,97,98,15,None,true
5,Beef Power Plate 195,Healthy chef special #195,Meal,Lunch,Continental,526,33,48,19,8,299,false,,Fresh ingredients,,98,99,20,Mild,true
6,Chickpea Quinoa Bowl 196,Healthy chef special #196,Bowl,Dinner,Healthy Indian,535,35,52,22,9,329,true,,Fresh ingredients,,99,81,25,Medium,true
7,Turkey Rice Bowl 197,Healthy chef special #197,Bowl,Breakfast,Mediterranean,544,37,56,7,10,179,false,,Fresh ingredients,,84,82,10,None,true
8,Oats Banana Pancakes 198,Healthy chef special #198,Meal,Lunch,Asian,553,39,60,10,11,199,true,,Fresh ingredients,,85,83,15,Mild,true
9,Chicken Spinach Wrap 199,Healthy chef special #199,Wrap,Dinner,Mexican,562,41,64,13,12,219,false,,Fresh ingredients,,86,84,20,Medium,true
10,High Protein Khichdi 200,Healthy chef special #200,Meal,Breakfast,Continental,571,43,68,16,4,249,true,,Fresh ingredients,,87,85,25,None,true
1,Herb Chicken Bowl 201,Healthy chef special #201,Bowl,Breakfast,Healthy Indian,340,21,24,6,4,179,false,,Fresh ingredients,,84,80,10,None,true
2,Power Paneer Meal 202,Healthy chef special #202,Meal,Lunch,Continental,351,24,29,8,5,199,true,,Fresh ingredients,Milk,85,81,15,Mild,true
3,Grilled Tofu Wrap 203,Healthy chef special #203,Wrap,Dinner,Asian,362,27,34,10,6,219,true,,Fresh ingredients,,86,82,20,Medium,true
4,Chicken Pesto Pasta 204,Healthy chef special #204,Meal,Breakfast,Mediterranean,373,30,39,12,7,249,false,,Fresh ingredients,,87,83,25,None,true
5,Protein Idli Combo 205,Healthy chef special #205,Meal,Lunch,Mexican,384,33,44,14,8,269,true,,Fresh ingredients,,88,84,10,Mild,true
6,Omelette Bowl 206,Healthy chef special #206,Bowl,Dinner,Healthy Indian,395,36,49,16,9,289,false,,Fresh ingredients,,89,85,15,Medium,true
7,Salmon Quinoa Plate 207,Healthy chef special #207,Meal,Breakfast,Continental,406,39,54,18,10,299,false,,Fresh ingredients,,90,86,20,None,true
8,Veg Protein Salad 208,Healthy chef special #208,Meal,Lunch,Asian,417,42,59,20,11,329,true,,Fresh ingredients,,91,87,25,Mild,true
9,Chicken Shawarma Bowl 209,Healthy chef special #209,Bowl,Dinner,Mediterranean,428,45,64,22,4,179,false,,Fresh ingredients,,92,88,10,Medium,true
10,Soya Chunk Bowl 210,Healthy chef special #210,Bowl,Breakfast,Mexican,439,48,69,24,5,199,true,,Fresh ingredients,,93,89,15,None,true
11,Chicken Alfredo Fit 211,Healthy chef special #211,Meal,Lunch,Healthy Indian,450,51,26,6,6,219,false,,Fresh ingredients,,94,90,20,Mild,true
12,Paneer Burrito 212,Healthy chef special #212,Meal,Dinner,Continental,461,54,31,8,7,249,true,,Fresh ingredients,Milk,95,91,25,Medium,true
13,Grilled Prawns Plate 213,Healthy chef special #213,Meal,Breakfast,Asian,472,23,36,10,8,269,false,,Fresh ingredients,,96,92,10,None,true
14,Avocado Veg Wrap 214,Healthy chef special #214,Wrap,Lunch,Mediterranean,483,26,41,12,9,289,true,,Fresh ingredients,,97,93,15,Mild,true
15,Turkey Protein Plate 215,Healthy chef special #215,Meal,Dinner,Mexican,494,29,46,14,10,299,false,,Fresh ingredients,,98,94,20,Medium,true
1,Mushroom Quinoa Bowl 216,Healthy chef special #216,Bowl,Breakfast,Healthy Indian,505,32,51,16,11,329,true,,Fresh ingredients,,99,95,25,None,true
2,Chicken Fajita Bowl 217,Healthy chef special #217,Bowl,Lunch,Continental,516,35,56,18,4,179,false,,Fresh ingredients,,84,96,10,Mild,true
3,Protein Muesli 218,Healthy chef special #218,Meal,Dinner,Asian,527,38,61,20,5,199,true,,Fresh ingredients,,85,97,15,Medium,true
4,Egg & Oats Bowl 219,Healthy chef special #219,Bowl,Breakfast,Mediterranean,538,41,66,22,6,219,false,,Fresh ingredients,,86,98,20,None,true
5,Veggie Rice Bowl 220,Healthy chef special #220,Bowl,Lunch,Mexican,549,44,71,24,7,249,true,,Fresh ingredients,,87,99,25,Mild,true
6,Herb Chicken Bowl 221,Healthy chef special #221,Bowl,Dinner,Healthy Indian,560,47,28,6,8,269,false,,Fresh ingredients,,88,80,10,Medium,true
7,Power Paneer Meal 222,Healthy chef special #222,Meal,Breakfast,Continental,571,50,33,8,9,289,true,,Fresh ingredients,Milk,89,81,15,None,true
8,Grilled Tofu Wrap 223,Healthy chef special #223,Wrap,Lunch,Asian,582,53,38,10,10,299,true,,Fresh ingredients,,90,82,20,Mild,true
9,Chicken Pesto Pasta 224,Healthy chef special #224,Meal,Dinner,Mediterranean,593,22,43,12,11,329,false,,Fresh ingredients,,91,83,25,Medium,true
10,Protein Idli Combo 225,Healthy chef special #225,Meal,Breakfast,Mexican,604,25,48,14,4,179,true,,Fresh ingredients,,92,84,10,None,true
11,Omelette Bowl 226,Healthy chef special #226,Bowl,Lunch,Healthy Indian,615,28,53,16,5,199,false,,Fresh ingredients,,93,85,15,Mild,true
12,Salmon Quinoa Plate 227,Healthy chef special #227,Meal,Dinner,Continental,626,31,58,18,6,219,false,,Fresh ingredients,,94,86,20,Medium,true
13,Veg Protein Salad 228,Healthy chef special #228,Meal,Breakfast,Asian,637,34,63,20,7,249,true,,Fresh ingredients,,95,87,25,None,true
14,Chicken Shawarma Bowl 229,Healthy chef special #229,Bowl,Lunch,Mediterranean,648,37,68,22,8,269,false,,Fresh ingredients,,96,88,10,Mild,true
15,Soya Chunk Bowl 230,Healthy chef special #230,Bowl,Dinner,Mexican,659,40,25,24,9,289,true,,Fresh ingredients,,97,89,15,Medium,true
1,Chicken Alfredo Fit 231,Healthy chef special #231,Meal,Breakfast,Healthy Indian,670,43,30,6,10,299,false,,Fresh ingredients,,98,90,20,None,true
2,Paneer Burrito 232,Healthy chef special #232,Meal,Lunch,Continental,681,46,35,8,11,329,true,,Fresh ingredients,Milk,99,91,25,Mild,true
3,Grilled Prawns Plate 233,Healthy chef special #233,Meal,Dinner,Asian,692,49,40,10,4,179,false,,Fresh ingredients,,84,92,10,Medium,true
4,Avocado Veg Wrap 234,Healthy chef special #234,Wrap,Breakfast,Mediterranean,343,52,45,12,5,199,true,,Fresh ingredients,,85,93,15,None,true
5,Turkey Protein Plate 235,Healthy chef special #235,Meal,Lunch,Mexican,354,21,50,14,6,219,false,,Fresh ingredients,,86,94,20,Mild,true
6,Mushroom Quinoa Bowl 236,Healthy chef special #236,Bowl,Dinner,Healthy Indian,365,24,55,16,7,249,true,,Fresh ingredients,,87,95,25,Medium,true
7,Chicken Fajita Bowl 237,Healthy chef special #237,Bowl,Breakfast,Continental,376,27,60,18,8,269,false,,Fresh ingredients,,88,96,10,None,true
8,Protein Muesli 238,Healthy chef special #238,Meal,Lunch,Asian,387,30,65,20,9,289,true,,Fresh ingredients,,89,97,15,Mild,true
9,Egg & Oats Bowl 239,Healthy chef special #239,Bowl,Dinner,Mediterranean,398,33,70,22,10,299,false,,Fresh ingredients,,90,98,20,Medium,true
10,Veggie Rice Bowl 240,Healthy chef special #240,Bowl,Breakfast,Mexican,409,36,27,24,11,329,true,,Fresh ingredients,,91,99,25,None,true
11,Herb Chicken Bowl 241,Healthy chef special #241,Bowl,Lunch,Healthy Indian,420,39,32,6,4,179,false,,Fresh ingredients,,92,80,10,Mild,true
12,Power Paneer Meal 242,Healthy chef special #242,Meal,Dinner,Continental,431,42,37,8,5,199,true,,Fresh ingredients,Milk,93,81,15,Medium,true
13,Grilled Tofu Wrap 243,Healthy chef special #243,Wrap,Breakfast,Asian,442,45,42,10,6,219,true,,Fresh ingredients,,94,82,20,None,true
14,Chicken Pesto Pasta 244,Healthy chef special #244,Meal,Lunch,Mediterranean,453,48,47,12,7,249,false,,Fresh ingredients,,95,83,25,Mild,true
15,Protein Idli Combo 245,Healthy chef special #245,Meal,Dinner,Mexican,464,51,52,14,8,269,true,,Fresh ingredients,,96,84,10,Medium,true
1,Omelette Bowl 246,Healthy chef special #246,Bowl,Breakfast,Healthy Indian,475,54,57,16,9,289,false,,Fresh ingredients,,97,85,15,None,true
2,Salmon Quinoa Plate 247,Healthy chef special #247,Meal,Lunch,Continental,486,23,62,18,10,299,false,,Fresh ingredients,,98,86,20,Mild,true
3,Veg Protein Salad 248,Healthy chef special #248,Meal,Dinner,Asian,497,26,67,20,11,329,true,,Fresh ingredients,,99,87,25,Medium,true
4,Chicken Shawarma Bowl 249,Healthy chef special #249,Bowl,Breakfast,Mediterranean,508,29,24,22,4,179,false,,Fresh ingredients,,84,88,10,None,true
5,Soya Chunk Bowl 250,Healthy chef special #250,Bowl,Lunch,Mexican,519,32,29,24,5,199,true,,Fresh ingredients,,85,89,15,Mild,true
6,Chicken Alfredo Fit 251,Healthy chef special #251,Meal,Dinner,Healthy Indian,530,35,34,6,6,219,false,,Fresh ingredients,,86,90,20,Medium,true
7,Paneer Burrito 252,Healthy chef special #252,Meal,Breakfast,Continental,541,38,39,8,7,249,true,,Fresh ingredients,Milk,87,91,25,None,true
8,Grilled Prawns Plate 253,Healthy chef special #253,Meal,Lunch,Asian,552,41,44,10,8,269,false,,Fresh ingredients,,88,92,10,Mild,true
9,Avocado Veg Wrap 254,Healthy chef special #254,Wrap,Dinner,Mediterranean,563,44,49,12,9,289,true,,Fresh ingredients,,89,93,15,Medium,true
10,Turkey Protein Plate 255,Healthy chef special #255,Meal,Breakfast,Mexican,574,47,54,14,10,299,false,,Fresh ingredients,,90,94,20,None,true
11,Mushroom Quinoa Bowl 256,Healthy chef special #256,Bowl,Lunch,Healthy Indian,585,50,59,16,11,329,true,,Fresh ingredients,,91,95,25,Mild,true
12,Chicken Fajita Bowl 257,Healthy chef special #257,Bowl,Dinner,Continental,596,53,64,18,4,179,false,,Fresh ingredients,,92,96,10,Medium,true
13,Protein Muesli 258,Healthy chef special #258,Meal,Breakfast,Asian,607,22,69,20,5,199,true,,Fresh ingredients,,93,97,15,None,true
14,Egg & Oats Bowl 259,Healthy chef special #259,Bowl,Lunch,Mediterranean,618,25,26,22,6,219,false,,Fresh ingredients,,94,98,20,Mild,true
15,Veggie Rice Bowl 260,Healthy chef special #260,Bowl,Dinner,Mexican,629,28,31,24,7,249,true,,Fresh ingredients,,95,99,25,Medium,true
1,Herb Chicken Bowl 261,Healthy chef special #261,Bowl,Breakfast,Healthy Indian,640,31,36,6,8,269,false,,Fresh ingredients,,96,80,10,None,true
2,Power Paneer Meal 262,Healthy chef special #262,Meal,Lunch,Continental,651,34,41,8,9,289,true,,Fresh ingredients,Milk,97,81,15,Mild,true
3,Grilled Tofu Wrap 263,Healthy chef special #263,Wrap,Dinner,Asian,662,37,46,10,10,299,true,,Fresh ingredients,,98,82,20,Medium,true
4,Chicken Pesto Pasta 264,Healthy chef special #264,Meal,Breakfast,Mediterranean,673,40,51,12,11,329,false,,Fresh ingredients,,99,83,25,None,true
5,Protein Idli Combo 265,Healthy chef special #265,Meal,Lunch,Mexican,684,43,56,14,4,179,true,,Fresh ingredients,,84,84,10,Mild,true
6,Omelette Bowl 266,Healthy chef special #266,Bowl,Dinner,Healthy Indian,695,46,61,16,5,199,false,,Fresh ingredients,,85,85,15,Medium,true
7,Salmon Quinoa Plate 267,Healthy chef special #267,Meal,Breakfast,Continental,346,49,66,18,6,219,false,,Fresh ingredients,,86,86,20,None,true
8,Veg Protein Salad 268,Healthy chef special #268,Meal,Lunch,Asian,357,52,71,20,7,249,true,,Fresh ingredients,,87,87,25,Mild,true
9,Chicken Shawarma Bowl 269,Healthy chef special #269,Bowl,Dinner,Mediterranean,368,21,28,22,8,269,false,,Fresh ingredients,,88,88,10,Medium,true
10,Soya Chunk Bowl 270,Healthy chef special #270,Bowl,Breakfast,Mexican,379,24,33,24,9,289,true,,Fresh ingredients,,89,89,15,None,true
11,Chicken Alfredo Fit 271,Healthy chef special #271,Meal,Lunch,Healthy Indian,390,27,38,6,10,299,false,,Fresh ingredients,,90,90,20,Mild,true
12,Paneer Burrito 272,Healthy chef special #272,Meal,Dinner,Continental,401,30,43,8,11,329,true,,Fresh ingredients,Milk,91,91,25,Medium,true
13,Grilled Prawns Plate 273,Healthy chef special #273,Meal,Breakfast,Asian,412,33,48,10,4,179,false,,Fresh ingredients,,92,92,10,None,true
14,Avocado Veg Wrap 274,Healthy chef special #274,Wrap,Lunch,Mediterranean,423,36,53,12,5,199,true,,Fresh ingredients,,93,93,15,Mild,true
15,Turkey Protein Plate 275,Healthy chef special #275,Meal,Dinner,Mexican,434,39,58,14,6,219,false,,Fresh ingredients,,94,94,20,Medium,true
1,Mushroom Quinoa Bowl 276,Healthy chef special #276,Bowl,Breakfast,Healthy Indian,445,42,63,16,7,249,true,,Fresh ingredients,,95,95,25,None,true
2,Chicken Fajita Bowl 277,Healthy chef special #277,Bowl,Lunch,Continental,456,45,68,18,8,269,false,,Fresh ingredients,,96,96,10,Mild,true
3,Protein Muesli 278,Healthy chef special #278,Meal,Dinner,Asian,467,48,25,20,9,289,true,,Fresh ingredients,,97,97,15,Medium,true
4,Egg & Oats Bowl 279,Healthy chef special #279,Bowl,Breakfast,Mediterranean,478,51,30,22,10,299,false,,Fresh ingredients,,98,98,20,None,true
5,Veggie Rice Bowl 280,Healthy chef special #280,Bowl,Lunch,Mexican,489,54,35,24,11,329,true,,Fresh ingredients,,99,99,25,Mild,true
6,Herb Chicken Bowl 281,Healthy chef special #281,Bowl,Dinner,Healthy Indian,500,23,40,6,4,179,false,,Fresh ingredients,,84,80,10,Medium,true
7,Power Paneer Meal 282,Healthy chef special #282,Meal,Breakfast,Continental,511,26,45,8,5,199,true,,Fresh ingredients,Milk,85,81,15,None,true
8,Grilled Tofu Wrap 283,Healthy chef special #283,Wrap,Lunch,Asian,522,29,50,10,6,219,true,,Fresh ingredients,,86,82,20,Mild,true
9,Chicken Pesto Pasta 284,Healthy chef special #284,Meal,Dinner,Mediterranean,533,32,55,12,7,249,false,,Fresh ingredients,,87,83,25,Medium,true
10,Protein Idli Combo 285,Healthy chef special #285,Meal,Breakfast,Mexican,544,35,60,14,8,269,true,,Fresh ingredients,,88,84,10,None,true
11,Omelette Bowl 286,Healthy chef special #286,Bowl,Lunch,Healthy Indian,555,38,65,16,9,289,false,,Fresh ingredients,,89,85,15,Mild,true
12,Salmon Quinoa Plate 287,Healthy chef special #287,Meal,Dinner,Continental,566,41,70,18,10,299,false,,Fresh ingredients,,90,86,20,Medium,true
13,Veg Protein Salad 288,Healthy chef special #288,Meal,Breakfast,Asian,577,44,27,20,11,329,true,,Fresh ingredients,,91,87,25,None,true
14,Chicken Shawarma Bowl 289,Healthy chef special #289,Bowl,Lunch,Mediterranean,588,47,32,22,4,179,false,,Fresh ingredients,,92,88,10,Mild,true
15,Soya Chunk Bowl 290,Healthy chef special #290,Bowl,Dinner,Mexican,599,50,37,24,5,199,true,,Fresh ingredients,,93,89,15,Medium,true
1,Chicken Alfredo Fit 291,Healthy chef special #291,Meal,Breakfast,Healthy Indian,610,53,42,6,6,219,false,,Fresh ingredients,,94,90,20,None,true
2,Paneer Burrito 292,Healthy chef special #292,Meal,Lunch,Continental,621,22,47,8,7,249,true,,Fresh ingredients,Milk,95,91,25,Mild,true
3,Grilled Prawns Plate 293,Healthy chef special #293,Meal,Dinner,Asian,632,25,52,10,8,269,false,,Fresh ingredients,,96,92,10,Medium,true
4,Avocado Veg Wrap 294,Healthy chef special #294,Wrap,Breakfast,Mediterranean,643,28,57,12,9,289,true,,Fresh ingredients,,97,93,15,None,true
5,Turkey Protein Plate 295,Healthy chef special #295,Meal,Lunch,Mexican,654,31,62,14,10,299,false,,Fresh ingredients,,98,94,20,Mild,true
6,Mushroom Quinoa Bowl 296,Healthy chef special #296,Bowl,Dinner,Healthy Indian,665,34,67,16,11,329,true,,Fresh ingredients,,99,95,25,Medium,true
7,Chicken Fajita Bowl 297,Healthy chef special #297,Bowl,Breakfast,Continental,676,37,24,18,4,179,false,,Fresh ingredients,,84,96,10,None,true
8,Protein Muesli 298,Healthy chef special #298,Meal,Lunch,Asian,687,40,29,20,5,199,true,,Fresh ingredients,,85,97,15,Mild,true
9,Egg & Oats Bowl 299,Healthy chef special #299,Bowl,Dinner,Mediterranean,698,43,34,22,6,219,false,,Fresh ingredients,,86,98,20,Medium,true
10,Veggie Rice Bowl 300,Healthy chef special #300,Bowl,Breakfast,Mexican,349,46,39,24,7,249,true,,Fresh ingredients,,87,99,25,None,true
1,Chicken Satay Bowl 301,Healthy chef special #301,Bowl,Breakfast,Healthy Indian,330,20,20,6,4,179,False,,Fresh ingredients,,84,80,10,None,True
2,Paneer Steak Plate 302,Healthy chef special #302,Meal,Lunch,Continental,343,24,26,8,5,199,True,,Fresh ingredients,Milk,85,81,15,Mild,True
3,Tofu Thai Bowl 303,Healthy chef special #303,Bowl,Dinner,Asian,356,28,32,10,6,219,True,,Fresh ingredients,,86,82,20,Medium,True
4,Chicken Teriyaki Rice 304,Healthy chef special #304,Meal,Breakfast,Mediterranean,369,32,38,12,7,249,False,,Fresh ingredients,,87,83,25,None,True
5,Millet Power Bowl 305,Healthy chef special #305,Bowl,Lunch,Mexican,382,36,44,14,8,269,True,,Fresh ingredients,,88,84,10,Mild,True
6,Egg Bhurji Bowl 306,Healthy chef special #306,Bowl,Dinner,Healthy Indian,395,40,50,16,9,289,False,,Fresh ingredients,,89,85,15,Medium,True
7,Fish & Veg Plate 307,Healthy chef special #307,Meal,Breakfast,Continental,408,44,56,18,10,299,False,,Fresh ingredients,,90,86,20,None,True
8,Green Detox Salad 308,Healthy chef special #308,Meal,Lunch,Asian,421,48,62,20,11,329,True,,Fresh ingredients,,91,87,25,Mild,True
9,Chicken Hummus Bowl 309,Healthy chef special #309,Bowl,Dinner,Mediterranean,434,52,68,22,12,179,False,,Fresh ingredients,,92,88,10,Medium,True
10,Soya Protein Curry 310,Healthy chef special #310,Meal,Breakfast,Mexican,447,20,74,6,4,199,True,,Fresh ingredients,,93,89,15,None,True
11,Chicken Garlic Bowl 311,Healthy chef special #311,Bowl,Lunch,Healthy Indian,460,24,25,8,5,219,False,,Fresh ingredients,,94,90,20,Mild,True
12,Paneer Spinach Meal 312,Healthy chef special #312,Meal,Dinner,Continental,473,28,31,10,6,249,True,,Fresh ingredients,Milk,95,91,25,Medium,True
13,Shrimp Rice Bowl 313,Healthy chef special #313,Bowl,Breakfast,Asian,486,32,37,12,7,269,False,,Fresh ingredients,,96,92,10,None,True
14,Falafel Wrap 314,Healthy chef special #314,Wrap,Lunch,Mediterranean,499,36,43,14,8,289,True,,Fresh ingredients,,97,93,15,Mild,True
15,Turkey Deluxe Bowl 315,Healthy chef special #315,Bowl,Dinner,Mexican,512,40,49,16,9,299,False,,Fresh ingredients,,98,94,20,Medium,True
1,Quinoa Veg Plate 316,Healthy chef special #316,Meal,Breakfast,Healthy Indian,525,44,55,18,10,329,True,,Fresh ingredients,,99,95,25,None,True
2,Chicken Chipotle Bowl 317,Healthy chef special #317,Bowl,Lunch,Continental,538,48,61,20,11,179,False,,Fresh ingredients,,84,96,10,Mild,True
3,Overnight Protein Oats 318,Healthy chef special #318,Meal,Dinner,Asian,551,52,67,22,12,199,True,,Fresh ingredients,,85,97,15,Medium,True
4,Egg White Rice Bowl 319,Healthy chef special #319,Bowl,Breakfast,Mediterranean,564,20,73,6,4,219,False,,Fresh ingredients,,86,98,20,None,True
5,Vegan Macro Bowl 320,Healthy chef special #320,Bowl,Lunch,Mexican,577,24,24,8,5,249,True,,Fresh ingredients,,87,99,25,Mild,True
6,Chicken Satay Bowl 321,Healthy chef special #321,Bowl,Dinner,Healthy Indian,590,28,30,10,6,269,False,,Fresh ingredients,,88,80,10,Medium,True
7,Paneer Steak Plate 322,Healthy chef special #322,Meal,Breakfast,Continental,603,32,36,12,7,289,True,,Fresh ingredients,Milk,89,81,15,None,True
8,Tofu Thai Bowl 323,Healthy chef special #323,Bowl,Lunch,Asian,616,36,42,14,8,299,True,,Fresh ingredients,,90,82,20,Mild,True
9,Chicken Teriyaki Rice 324,Healthy chef special #324,Meal,Dinner,Mediterranean,629,40,48,16,9,329,False,,Fresh ingredients,,91,83,25,Medium,True
10,Millet Power Bowl 325,Healthy chef special #325,Bowl,Breakfast,Mexican,642,44,54,18,10,179,True,,Fresh ingredients,,92,84,10,None,True
11,Egg Bhurji Bowl 326,Healthy chef special #326,Bowl,Lunch,Healthy Indian,655,48,60,20,11,199,False,,Fresh ingredients,,93,85,15,Mild,True
12,Fish & Veg Plate 327,Healthy chef special #327,Meal,Dinner,Continental,668,52,66,22,12,219,False,,Fresh ingredients,,94,86,20,Medium,True
13,Green Detox Salad 328,Healthy chef special #328,Meal,Breakfast,Asian,681,20,72,6,4,249,True,,Fresh ingredients,,95,87,25,None,True
14,Chicken Hummus Bowl 329,Healthy chef special #329,Bowl,Lunch,Mediterranean,694,24,23,8,5,269,False,,Fresh ingredients,,96,88,10,Mild,True
15,Soya Protein Curry 330,Healthy chef special #330,Meal,Dinner,Mexican,707,28,29,10,6,289,True,,Fresh ingredients,,97,89,15,Medium,True
1,Chicken Garlic Bowl 331,Healthy chef special #331,Bowl,Breakfast,Healthy Indian,340,32,35,12,7,299,False,,Fresh ingredients,,98,90,20,None,True
2,Paneer Spinach Meal 332,Healthy chef special #332,Meal,Lunch,Continental,353,36,41,14,8,329,True,,Fresh ingredients,Milk,99,91,25,Mild,True
3,Shrimp Rice Bowl 333,Healthy chef special #333,Bowl,Dinner,Asian,366,40,47,16,9,179,False,,Fresh ingredients,,84,92,10,Medium,True
4,Falafel Wrap 334,Healthy chef special #334,Wrap,Breakfast,Mediterranean,379,44,53,18,10,199,True,,Fresh ingredients,,85,93,15,None,True
5,Turkey Deluxe Bowl 335,Healthy chef special #335,Bowl,Lunch,Mexican,392,48,59,20,11,219,False,,Fresh ingredients,,86,94,20,Mild,True
6,Quinoa Veg Plate 336,Healthy chef special #336,Meal,Dinner,Healthy Indian,405,52,65,22,12,249,True,,Fresh ingredients,,87,95,25,Medium,True
7,Chicken Chipotle Bowl 337,Healthy chef special #337,Bowl,Breakfast,Continental,418,20,71,6,4,269,False,,Fresh ingredients,,88,96,10,None,True
8,Overnight Protein Oats 338,Healthy chef special #338,Meal,Lunch,Asian,431,24,22,8,5,289,True,,Fresh ingredients,,89,97,15,Mild,True
9,Egg White Rice Bowl 339,Healthy chef special #339,Bowl,Dinner,Mediterranean,444,28,28,10,6,299,False,,Fresh ingredients,,90,98,20,Medium,True
10,Vegan Macro Bowl 340,Healthy chef special #340,Bowl,Breakfast,Mexican,457,32,34,12,7,329,True,,Fresh ingredients,,91,99,25,None,True
11,Chicken Satay Bowl 341,Healthy chef special #341,Bowl,Lunch,Healthy Indian,470,36,40,14,8,179,False,,Fresh ingredients,,92,80,10,Mild,True
12,Paneer Steak Plate 342,Healthy chef special #342,Meal,Dinner,Continental,483,40,46,16,9,199,True,,Fresh ingredients,Milk,93,81,15,Medium,True
13,Tofu Thai Bowl 343,Healthy chef special #343,Bowl,Breakfast,Asian,496,44,52,18,10,219,True,,Fresh ingredients,,94,82,20,None,True
14,Chicken Teriyaki Rice 344,Healthy chef special #344,Meal,Lunch,Mediterranean,509,48,58,20,11,249,False,,Fresh ingredients,,95,83,25,Mild,True
15,Millet Power Bowl 345,Healthy chef special #345,Bowl,Dinner,Mexican,522,52,64,22,12,269,True,,Fresh ingredients,,96,84,10,Medium,True
1,Egg Bhurji Bowl 346,Healthy chef special #346,Bowl,Breakfast,Healthy Indian,535,20,70,6,4,289,False,,Fresh ingredients,,97,85,15,None,True
2,Fish & Veg Plate 347,Healthy chef special #347,Meal,Lunch,Continental,548,24,21,8,5,299,False,,Fresh ingredients,,98,86,20,Mild,True
3,Green Detox Salad 348,Healthy chef special #348,Meal,Dinner,Asian,561,28,27,10,6,329,True,,Fresh ingredients,,99,87,25,Medium,True
4,Chicken Hummus Bowl 349,Healthy chef special #349,Bowl,Breakfast,Mediterranean,574,32,33,12,7,179,False,,Fresh ingredients,,84,88,10,None,True
5,Soya Protein Curry 350,Healthy chef special #350,Meal,Lunch,Mexican,587,36,39,14,8,199,True,,Fresh ingredients,,85,89,15,Mild,True
6,Chicken Garlic Bowl 351,Healthy chef special #351,Bowl,Dinner,Healthy Indian,600,40,45,16,9,219,False,,Fresh ingredients,,86,90,20,Medium,True
7,Paneer Spinach Meal 352,Healthy chef special #352,Meal,Breakfast,Continental,613,44,51,18,10,249,True,,Fresh ingredients,Milk,87,91,25,None,True
8,Shrimp Rice Bowl 353,Healthy chef special #353,Bowl,Lunch,Asian,626,48,57,20,11,269,False,,Fresh ingredients,,88,92,10,Mild,True
9,Falafel Wrap 354,Healthy chef special #354,Wrap,Dinner,Mediterranean,639,52,63,22,12,289,True,,Fresh ingredients,,89,93,15,Medium,True
